bank_name,date,year_month,failed,processing_timestamp,ROA,Capital_Ratio,NPL_Ratio,Cost_Income_Ratio,ROE,Liquid_Assets_Ratio,Loan_Deposit_Ratio,Net_Open_FX_Ratio,WAR,CAMELS_Net_Interest_Income_Ratio,CAMELS_Interest_Income_Ratio,CAMELS_Interest_Expense_Ratio,CAMELS_Net_Interest_Margin,CAMELS_Net_Commission_Income_Ratio,CAMELS_Commission_Income_Ratio,CAMELS_Total_Equity_Ratio,CAMELS_Common_Equity_Ratio,CAMELS_Equity_Multiplier,CAMELS_Provisions_Ratio,CAMELS_Loan_Loss_Provision_Ratio,CAMELS_Loan_Asset_Ratio,CAMELS_Cash_Ratio,CAMELS_Deposit_Ratio,CAMELS_Loan_Deposit_Ratio,CAMELS_Cash_Deposit_Ratio,CAMELS_Operating_Expense_Ratio,CAMELS_Commission_Expense_Ratio,CAMELS_Cost_of_Deposits,CAMELS_Net_Interest_Expense_Ratio,CAMELS_Asset_Turnover,CAMELS_Income_Diversity_Ratio,CAMELS_Profit_Margin,CAMELS_Deposits_Assets_Ratio,CAMELS_Wholesale_Funding_Ratio,assets_total_assets,liabilities_total_liabilities,equity_total_equity_capital,financial_results_profit_loss_after_tax
A-Bank,2019-11-01,2019-11,0,2025-08-01T15:52:46.157061,0.03687382477048948,0.12745255328383864,-0.3360892615817576,0.47553800471482344,0.2893141315762498,0.025806716389729457,0.9868438421070542,0,0.45088371320533993,0.15612510518680486,0.22034011460955394,0.06421500942274912,0.15612510518680484,0.03154018032865424,0.04667360338356032,0.12745255328383864,0.06850933783292468,7.8460570167863635,-0.20948297533174498,-0.33192618131229795,0.6232956517141974,0.025806716389729457,0.9525546549927182,0.9868438421070542,0.04085893922758392,0.09609781229136122,0.015133423054906085,0.09684580036187763,-0.23545991668175237,0.20208229697432986,0.1872020303966757,0.182469347006549,0.6316051487775118,0.047445345007281786,7330971.45421,4860906.71202,934351.02989,270320.9568
A-Bank,2019-12-01,2019-12,0,2025-08-01T15:52:46.157061,0.03575957721827103,0.12279428725513275,-0.3551964178923867,0.46582894276414455,0.29121531642569387,0.031906307015802986,0.9679904582852613,0,0.4433873156054125,0.17117633579093394,0.24025383502907813,0.06907749923814421,0.17117633579093391,0.03365811451375379,0.049657057664753534,0.12279428725513275,0.06578345696042837,8.14370132644913,-0.2167010303107804,-0.35048986140936866,0.6100878820698974,0.031906307015802986,0.9542132037301647,0.9679904582852613,0.0506238554446143,0.10235354331598974,0.01599894315099974,0.10458290618558576,-0.2591599126294097,0.21972345193633172,0.1831812954114781,0.16274811315376986,0.6302622891042051,0.04578679626983525,7634746.22962,5042785.63386,937503.22164,273015.29734
A-Bank,2020-01-01,2020-01,0,2025-08-01T15:52:46.157061,0.03106100836643589,0.11227523649879093,-0.3636531257338772,0.49099532950740254,0.2766505717115134,0.028192491749914585,0.9420077765770525,0,0.44978205888169714,0.17592864604224276,0.2470297712362249,0.07110112519398215,0.17592864604224276,0.03491337397904145,0.051057705388437666,0.11227523649879093,0.061224601587583284,8.906683532221006,-0.21580550192428474,-0.36032739210093084,0.5934377753216731,0.028192491749914585,0.9375697978756641,0.9420077765770525,0.04475203226675014,0.11106747294109609,0.016144331409396223,0.10581795947792187,-0.2618300383729983,0.22620881761243222,0.18519090227123497,0.13731121843204755,0.6299712062654423,0.062430202124335865,8203238.354790001,5511913.857890001,921020.52634,254800.85517
A-Bank,2020-02-01,2020-02,0,2025-08-01T15:52:46.157061,0.010482832085058777,0.11739866354435073,-0.3654748843694479,0.3188603965277316,0.08929260153884618,0.04050928007614368,0.8921636242438961,0,0.41080815891617806,0.018452014424448077,0.025847631444489972,0.007395617020041893,0.01845201442444808,0.002899143256451527,0.0046349592383080965,0.11739866354435073,0.05720293992259018,8.517984530737193,-0.21008731645815387,-0.36144139561820277,0.5748337996484123,0.04050928007614368,0.9580682360493139,0.8921636242438961,0.06287192254587046,0.007139483133275999,0.0017358159818565697,0.010996970769575088,-0.027437367661891712,0.022390623642892793,0.15049890858637366,0.4681795492724574,0.6443143208574335,0.04193176395068613,8779968.31421,5904651.78644,1030756.54605,92038.93355
A-Bank,2020-03-01,2020-03,0,2025-08-01T15:52:46.157061,0.014122078939084032,0.11846534935214174,-0.3137344999901609,0.35791453581740434,0.1192085197596956,0.03475763598122454,0.8836982939777815,0,0.43497142516454523,0.03743918411596598,0.05229195190717161,0.014852767791205632,0.03743918411596598,0.006113456903242811,0.009185015366959065,0.11846534935214174,0.056130938444408696,8.441286886577023,-0.18522274095985117,-0.3097063366102377,0.5903805318371426,0.03475763598122454,0.9594540666687009,0.8836982939777815,0.052026213540154034,0.016274682932213316,0.003071558463716255,0.021330624371857485,-0.053767835355194714,0.04547086330273017,0.15570992789769367,0.3105742427862836,0.6680792934200077,0.04054593333129902,8947650.15371,6230355.365750001,1059986.50134,126359.42179
A-Bank,2020-04-01,2020-04,0,2025-08-01T15:52:46.157061,0.007541055821469699,0.11390714381517547,-0.2299427705792518,0.45820714481265534,0.06620353709953203,0.018946275895720063,0.8678161508745782,0,0.48469719946505885,0.047263296768690316,0.07061600541852608,0.023352708649835772,0.047263296768690316,0.009660314821303303,0.014443283462763471,0.11390714381517547,0.05807133421762479,8.77908063099703,-0.14171508796996085,-0.22624990250661822,0.6163059078263889,0.018946275895720063,0.954058946592463,0.8678161508745782,0.026678122037186777,0.02761122157742135,0.004782968641460168,0.03137211997322178,-0.06349369740318177,0.06025925586278363,0.1871171688996028,0.12514352713948942,0.7101802694099213,0.045941053407536916,8648673.338860001,6437880.158,985145.67782,65220.12843
A-Bank,2020-05-01,2020-05,0,2025-08-01T15:52:46.157061,0.005878065221871489,0.11462336238585895,-0.1939859580922745,0.4911437265023844,0.051281563369987695,0.025981257540685435,0.8541669879844848,0,0.5004496976488998,0.06334291356236826,0.09610046177088553,0.032757548208517256,0.06334291356236828,0.012081161561511627,0.01863319229160584,0.11462336238585895,0.059240753996583184,8.724224967626405,-0.12137220379064219,-0.19079987198679002,0.6256752034232721,0.025981257540685435,0.95876082801663,0.8541669879844848,0.03546941348507182,0.039154927464789935,0.006552030730094213,0.04287612317193036,-0.08290909156818037,0.07972193342186534,0.17833655537055096,0.07373209566765614,0.7324975235809944,0.04123917198337006,8477947.462129999,6477189.450789999,971770.84424,49833.92813
A-Bank,2020-06-01,2020-06,0,2025-08-01T15:52:46.157061,0.006584749171600486,0.1132564567014365,-0.20536151954472565,0.5010205865453663,0.05814016580934558,0.02313274011103769,0.857627352350538,0,0.4999921764130171,0.07778264592170195,0.11720449078935316,0.03942184486765122,0.07778264592170195,0.014448882455846974,0.02242974548042805,0.1132564567014365,0.05787277870431133,8.829518679329444,-0.12819814495799378,-0.2024461043263131,0.6242559231262094,0.02313274011103769,0.9595828337171275,0.857627352350538,0.03178066866340542,0.04938605056685915,0.007980863024581073,0.05197031707514454,-0.10254184666054662,0.09857090086334677,0.17394579681786906,0.06680216081954266,0.727887142842731,0.04041716628287248,8678346.041860001,6582919.45526,982878.72273,57144.73191
A-Bank,2020-07-01,2020-07,0,2025-08-01T15:52:46.157061,0.007530619788855668,0.11065794298215505,-0.20657053393462943,0.515681355315354,0.06805313370112141,0.0314303343452507,0.8794275902073484,0,0.5016816611189853,0.09070587626882194,0.13650580049458821,0.04579992422576627,0.09070587626882194,0.01733932811741208,0.026618692958971374,0.11065794298215505,0.056025213454790855,9.036856939960128,-0.13179083122319185,-0.20361873169542422,0.6379943388484337,0.0314303343452507,0.9576454139975187,0.8794275902073484,0.0433243706245826,0.059153169996708097,0.009279364841559291,0.0604578577214013,-0.11973563394828339,0.11470876227536718,0.17540583522737116,0.06564990886029995,0.7254654572504482,0.042354586002481286,8964535.233860001,6791094.65509,991997.02877,67508.50643
A-Bank,2020-08-01,2020-08,0,2025-08-01T15:52:46.157061,0.010168473850475765,0.11029597689620727,-0.21781926017750494,0.5076238553328128,0.09219260880244697,0.034478441131951656,0.8897745444070101,0,0.4961945117180585,0.10489734889534005,0.15721577882667548,0.05231842993133543,0.10489734889534004,0.02006549986348434,0.03074397814294151,0.11029597689620727,0.05421004417362069,9.06651383069972,-0.1390923352856751,-0.21514646319582426,0.638567660051394,0.034478441131951656,0.9561182782234092,0.8897745444070101,0.048041955722557476,0.06723100983593162,0.010678478279457174,0.06970105952308703,-0.139749154719741,0.13244257362935205,0.17447635261686337,0.07677647429996949,0.7176735545710258,0.043881721776590756,9264703.75843,6954194.92525,1021859.55169,94207.8979
A-Bank,2020-09-01,2020-09,0,2025-08-01T15:52:46.157061,0.014044290757812102,0.11206276343766848,-0.21948283479077565,0.50552799531852,0.12532522246449698,0.033807941219981055,0.9195850436489744,0,0.4948803313511745,0.11879193280139157,0.17649770166406253,0.05770576886267099,0.11879193280139157,0.022661093301077094,0.03485596195693257,0.11206276343766848,0.05271515119755678,8.923570768056418,-0.1436663242601179,-0.2169069279623481,0.6545674717436075,0.033807941219981055,0.956382177299655,0.9195850436489744,0.047495909046082016,0.07553814160023724,0.012194868655855482,0.07753328513695744,-0.1596084582076959,0.14942425009052687,0.17366752787230513,0.09398936751767895,0.7118074356083918,0.04361782270034499,9527431.65087,7090990.24669,1067670.31926,133806.02028000003
A-Bank,2020-10-01,2020-10,0,2025-08-01T15:52:46.157061,0.015556813165679055,0.10918629740905392,-0.21945264611280316,0.5175853709728951,0.14247953758700363,0.03289530018517598,0.9174053308744564,0,0.49834633110098675,0.12985897023404205,0.19179233989848096,0.06193336966443891,0.12985897023404203,0.024888418309944045,0.037965064489692536,0.10918629740905392,0.050430297982073116,9.158658400638085,-0.1439648625985313,-0.2170003484335496,0.6560178933751858,0.03289530018517598,0.957462371388045,0.9174053308744564,0.046002287521960214,0.08438478581216091,0.013076646179748484,0.08292624470711894,-0.17387584110776813,0.16303549239335044,0.17357083529253026,0.09541979440983094,0.7150796614075481,0.04253762861195496,9959092.45229,7437936.64537,1087396.43042,154931.74057999998
A-Bank,2020-11-01,2020-11,0,2025-08-01T15:52:46.157061,0.02070267737168036,0.11069192661745524,-0.22686306990514452,0.5130879100705639,0.18702969588041946,0.034340016326483196,0.9109334602641159,0,0.4944830797920362,0.14278472907569617,0.20967758127532435,0.06689285219962819,0.14278472907569617,0.02664873336790328,0.04127436834649519,0.11069192661745524,0.04883270381875449,9.034082525782942,-0.14701114589409775,-0.22367561023456647,0.6480170878211501,0.034340016326483196,0.9583455716108413,0.9109334602641159,0.048272600346062365,0.09165354942121177,0.014625634978591907,0.09011603001774421,-0.19235527426848797,0.17863127862164374,0.16942662940946637,0.11589614949535458,0.7113769732788869,0.04165442838915871,10284910.74064,7634457.64227,1138456.58497,212925.18886
A-Bank,2020-12-01,2020-12,0,2025-08-01T15:52:46.157061,0.02536272537136584,0.11322295930748522,-0.23262894274804352,0.5110195983556477,0.224006911023117,0.03849233606497746,0.9104760283919231,0,0.49074988184147544,0.1545947309313092,0.22527435931959794,0.07067962838828871,0.1545947309313092,0.028993979220663168,0.04483122875098266,0.11322295930748522,0.047350788142505915,8.832130922176749,-0.14981034621106482,-0.22940771587133085,0.6439884239740619,0.03849233606497746,0.9597578733075985,0.9104760283919231,0.05442077521781578,0.09868829101034071,0.01583724953031949,0.09590613648832645,-0.20977166551615514,0.1931203643224225,0.16943617924494017,0.13133118022199725,0.7073095873940471,0.04024212669240141,10606792.82652,7816853.048409999,1200932.47258,269017.17353
A-Bank,2021-01-01,2021-01,0,2025-08-01T15:52:46.157061,0.02755247356917377,0.11348607889593823,-0.22987641597441222,0.5151272208579815,0.24278284911436745,0.03167369432400617,0.947577584970475,0,0.49368195684568994,0.16743127790667292,0.2419561513505419,0.07452487344386899,0.16743127790667292,0.03187818627834721,0.048977506948546516,0.11348607889593823,0.07155847477008137,8.811653462068737,-0.15194051617955082,-0.22651234639306078,0.6609660914343796,0.03167369432400617,0.9495748431369891,0.947577584970475,0.045408203482121455,0.10823540259404424,0.017099320670199317,0.10145326926384926,-0.22792994789115611,0.2101139256701876,0.17102632454132344,0.13113111604236286,0.6975324257537965,0.050425156863010835,10878823.26309,7991294.24594,1234594.99513,299738.49042
A-Bank,2021-02-01,2021-02,0,2025-08-01T15:52:46.157061,0.00744730398082362,0.11861453029158221,-0.23887170463584834,0.3349804741169752,0.06278576463200931,0.04916618415646754,0.9268106163566642,0,0.4499169875138724,0.017533534652033812,0.022180416714452273,0.004646882062418464,0.017533534652033812,0.0027804067496892534,0.004180703542550414,0.11861453029158221,0.06854541617088333,8.43067031957861,-0.15450058077697093,-0.23560477755616852,0.6467931436772795,0.04916618415646754,0.9600829720925287,0.9268106163566642,0.07045180037452156,0.007071570516479684,0.0014002967928611614,0.006392872012031488,-0.024121473590968282,0.021110396165987547,0.14162840754543934,0.35277897782053463,0.6978698045344512,0.03991702790747133,11357024.92577,8255249.801760001,1347108.1770799998,84579.21694
A-Bank,2021-03-01,2021-03,0,2025-08-01T15:52:46.157061,0.001954642403494191,0.11224500696444474,-0.19782286511212946,0.6054319742576963,0.01741406995603246,0.039923287642572386,0.9393777103244442,0,0.5200813757000526,0.034464418901566284,0.043316365087473226,0.008851946185906944,0.034464418901566284,0.0052471135537159605,0.008767686107125586,0.11224500696444474,0.06778771224931036,8.90908225714454,-0.13044970704454778,-0.19465354619795716,0.6594268411318712,0.039923287642572386,0.9269480205854497,0.9393777103244442,0.05687218686751033,0.02494588587248316,0.0035205725534096267,0.011688742109231829,-0.04550928078689724,0.041203449657690495,0.13701363042483758,0.047438804753799614,0.7019826358282624,0.07305197941455034,11483969.205759998,8696870.58368,1289018.20348,22447.05317
A-Bank,2021-04-01,2021-04,0,2025-08-01T15:52:46.157061,0.010836878009218176,0.11961455692323324,-0.175368068022695,0.6295546287735828,0.09059832087304487,0.04253924734818751,0.9253929965404172,0,0.5289082888013006,0.04657393072842449,0.060655329576840764,0.01408139884841628,0.04657393072842448,0.009084696850824187,0.014477223448466947,0.11961455692323324,0.06860654607851084,8.360186466616973,-0.11859401470613862,-0.17216322554199642,0.676257747737695,0.04253924734818751,0.9592901025395484,0.9253929965404172,0.05821082524496596,0.036528913197174086,0.00539252659764276,0.01848458557552235,-0.06113737828218941,0.0580234208877711,0.16865538138522074,0.18676730608798237,0.7307789774354089,0.04070989746045157,11346905.57238,8643975.40357,1357255.08249,122965.03147
A-Bank,2021-05-01,2021-05,0,2025-08-01T15:52:46.157061,0.014982781280196353,0.12133072355391311,-0.18080064890045194,0.6000333735588073,0.12348711720604533,0.04629276844753041,0.9129620787674103,0,0.5201087092859459,0.06350545171183822,0.08190502882330716,0.01839957711146894,0.06350545171183822,0.012074227025717234,0.01932352202117032,0.12133072355391311,0.06695013515650192,8.241935518959068,-0.11980415202556524,-0.17756698047104472,0.6626312059948904,0.04629276844753041,0.9564329987808237,0.9129620787674103,0.06378139413205003,0.04710042433634648,0.007249294995453085,0.024246175663322347,-0.08368476777784684,0.07849634105682012,0.16519128844670095,0.19087235250049378,0.7258036466197025,0.0435670012191763,11627638.96115,8823809.686970001,1410789.84838,174214.37136
A-Bank,2021-06-01,2021-06,0,2025-08-01T15:52:46.157061,0.01473606973486576,0.1176751259301523,-0.1775660750441237,0.5984018956570564,0.12522671735752006,0.047596024510889186,0.9044954418654715,0,0.5215888139369507,0.07654488283273422,0.09918611387489625,0.02264123104216202,0.07654488283273422,0.014854539465060846,0.023947639723552856,0.1176751259301523,0.06492632871381587,8.497972635215737,-0.11776636455448868,-0.1743164826068592,0.6632255881379633,0.047596024510889186,0.9590564369700569,0.9044954418654715,0.06491062466676306,0.05721634687282727,0.00909310025849201,0.029613470729027556,-0.10011644874799021,0.09561525003192489,0.16781373200584634,0.15411840401970966,0.7332547599909376,0.04094356302994303,11990081.91933,9167119.16121,1410934.39977,176686.68329
A-Bank,2021-07-01,2021-07,0,2025-08-01T15:52:46.157061,0.016229584298039734,0.1159130614207447,-0.17160524560402243,0.5794100352105827,0.14001514668937182,0.05661697713702668,0.915530177088218,0,0.5183031195072811,0.08959638098005154,0.1162384975916281,0.026642116611576533,0.08959638098005157,0.01814162319109765,0.028571823726549705,0.1159130614207447,0.06287577525865766,8.627155453777293,-0.11542696886376537,-0.16846178466793793,0.6726307721974425,0.05661697713702668,0.9558061128484424,0.915530177088218,0.0770624141014563,0.06522287978052954,0.010430200535452055,0.034660471029131106,-0.11656178871031173,0.11256774273304523,0.17381549227653514,0.14417615476689666,0.7346898977559639,0.04419388715155754,12381111.75246,9516864.98469,1435132.56702,200940.29689000003
A-Bank,2021-08-01,2021-08,0,2025-08-01T15:52:46.157061,0.02053956574781542,0.11421119784850789,-0.1665995997050586,0.5664039068085308,0.17983845835379056,0.05047592013285121,0.8736159266119121,0,0.518942358069066,0.09858658465465077,0.1280947796490397,0.029508194994388923,0.09858658465465077,0.020486028789162267,0.032227670421807166,0.11421119784850789,0.058996706447234,8.755708887025428,-0.10858037732356947,-0.16273741332021396,0.6517445270924774,0.05047592013285121,0.9598853211951395,0.8736159266119121,0.06765928351584413,0.07056751939121204,0.0117416416326449,0.03796690057872464,-0.12684703549949072,0.12458868758309419,0.17737870486376808,0.16485899439398619,0.7460309585015189,0.04011467880486054,13195177.2714,10255402.94243,1507037.00199,271023.21112
A-Bank,2021-09-01,2021-09,0,2025-08-01T15:52:46.157061,0.02714713397647614,0.11681616501511496,-0.16673594129435432,0.5400731375449525,0.23239192943000264,0.045087398954338435,0.8801904295121066,0,0.5139315158252821,0.1117318816295626,0.1448980601453473,0.03316617851578473,0.1117318816295626,0.023334798878085435,0.03674936875411292,0.11681616501511496,0.056693201190451764,8.560459075767545,-0.10942092969658028,-0.16296061454447572,0.6562528081657538,0.045087398954338435,0.9635774484097154,0.8801904295121066,0.06047287959365081,0.07622519022495704,0.013414569876027493,0.04286348995164996,-0.1444006695926205,0.14113864387230798,0.17803702597426416,0.19234373543391067,0.7455804859517929,0.03642255159028466,13731311.40337,10624779.40489,1604039.1387699998,372765.75034
A-Bank,2021-10-01,2021-10,0,2025-08-01T15:52:46.157061,0.029264068889093744,0.1122211727840079,-0.1835168266841563,0.4697859428017356,0.26077136928000477,0.0563858224894675,0.8230975257639556,0,0.49395862422200437,0.11773439207778832,0.15278211215088627,0.03504772007309795,0.11773439207778832,0.025365871619106237,0.039434211850988464,0.1122211727840079,0.07106746706433718,8.910974419459151,-0.11258359629920117,-0.179776311179111,0.6134783296627313,0.0563858224894675,0.9614724356542137,0.8230975257639556,0.07565227447359298,0.07024997043939367,0.014068340231882229,0.045211475348795015,-0.15187708512931483,0.14953612707190211,0.1828378242904014,0.19569898901435753,0.7453288467770975,0.038527564345786275,14840883.50926,11504582.11897,1665461.35256,434304.63739
A-Bank,2021-11-01,2021-11,0,2025-08-01T15:52:46.157061,0.0349022913975538,0.11479355438216134,-0.18199497938535242,0.47012095313309205,0.3040439995555842,0.05729061776164633,0.8050910235500502,0,0.493529506944035,0.1277557638555276,0.16565749631886031,0.037901732463332734,0.1277557638555276,0.027937476104758285,0.04308171855213242,0.11479355438216134,0.06857170700222373,8.711290502172984,-0.10917581574644612,-0.1782928414658045,0.5998836677537104,0.05729061776164633,0.9601590738457039,0.8050910235500502,0.07688851117792955,0.07645534252334654,0.015144242447374133,0.04884051093397433,-0.16462721822809992,0.1626290894158506,0.1851251564282352,0.21461284400545902,0.7451128508532144,0.039840926154296095,15381037.54608,11936156.25496,1765643.97,536833.4544299999
