"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06"
"IMF.STA:CPI(4.0.0)","UKR.CPI._T.POP_PCH_PA_PT.M","OBS_VALUE","Ukraine","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","Units","0.9882174078297224","0.5269100489273617","0.8985398727068514","1.001855287569573","0.6980161645848642","-0.5107624954396206","-0.5867253392005867","-0.2950940612320177","0.7029226785053644","0.6980161645848642","0.07296607077708865","-0.1822821728034998","0.1826150474799123","-0.2916514764855997","0.8043875685557587","0.7979688066739209","0.2878733357322778","0.2152852529601722","-0.6086645184389545","-0.1801152737752161","0.4691447130999639","1.005747126436782","1.315789473684211","0.9126009126009126","1.28695652173913","0.9958791208791209","1.700102006120367","0.7021063189568706","1.294820717131474","0.1966568338249754","0.09813542688910697","-0.196078431372549","1.211525867714473","0.9058557101261728","0.8015389547932029","0.5725190839694656","1.328273244781784","1.591760299625468","4.485407066052227","3.116730373419582","2.680353578557171","3.110247153568453","0.7002423915970913","1.096549879646964","1.904761904761905","2.492211838006231","0.7092198581560284","0.7042253521126761","0.7992007992007992","0.6937561942517344","1.500984251968504","0.1939393939393939","0.5081054923784176","0.7944150216658642","-0.5970862192500597","-1.393560788082653","0.4873294346978558","0.8001939864209505","0.5051719990377675","0.6941120153183341","0.4040884240551462","0.3077651515151515","0.4956337030918102","0.1878816345702208","0.6094702297233943","2.190121155638397","0.0","0.615595075239398","1.495581237253569","1.808439383791025","1.885964912280702","1.399052948773138","1.20993419656124","0.7969798657718121","1.49812734082397","0.6970069700697007","1.302931596091205","0.8038585209003215"
