"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","SECTOR","FREQUENCY","SCALE","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06"
"IMF.STA:IRFCL(10.0.0)","UKR.IRFCLDT1_IRFCLCDCFCU_USD_IRFCL13.S1XS1311.M","OBS_VALUE","Ukraine","Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies) with US Dollars","Monetary Authorities and Central Government excluding Social Security","Monthly","Millions","5133.78","4101.93","2976.76","2455.53","2061.16","1395.65","1159.78","1457.43","2108.43","1682.25","1593.58","1772.42","1462.98","1704.23","1100.55","1992.46","1465.41","1019.64","1055.28","1429.45","813.82","898.1","1296.05","819.8","1109.08","1398.88","1624.74","1593.33","1945.02","1857.86","1826.58","2347.07","1927.87","1821.46","2515.94","4180.79","3679.96","2672.32","3251.63","2729.47","1543.44","3242.51","3766.37","3737.99","2910.75","2641.44","1968.36","2758.76","3667.07","3176.42","2957.0","3303.96","2932.12","5168.72","4281.75","4416.9","2297.53","2021.41","2433.06","3789.38","3036.89","3038.8","2577.03","3898.92","3110.49","3688.93","3620.82","3901.16","2855.47","4161.7","5047.71","5749.54","4815.7","4758.95","5791.43","4561.64","4774.32","5579.44","6775.7","8768.14","5969.4","7736.3","7744.28","6233.49","9848.56","8869.53","11772.17","11526.96","11546.89","12376.58","15822.66","13125.59","10713.09","10753.74","8696.23","9546.55","8388.9","7990.49","9392.77","8486.03","7805.36","6371.67","6344.15","7603.83","6977.41","3254.97","8624.2","10999.51","10397.82","8869.7","8112.13","15322.28","10492.93","10823.57"
