"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","UKR.NGDP_D.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Price deflator, Index","Annual","Units","100.0","122.098","140.9","152.519","168.22","209.947","283.25","335.597","379.276","424.789"
