"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","UKR.BCA_NGDPD.A","OBS_VALUE","Ukraine","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.493","-2.183","-3.273","-2.734","3.303","-1.943","4.921","-5.35","-7.048","-15.934"
