"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","UKR.GGXCNL_NGDP.A","OBS_VALUE","Ukraine","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.459","-2.356","-2.124","-2.082","-5.918","-3.972","-15.602","-19.608","-17.233","-18.822"
