"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06"
"IMF.STA:EER(6.0.0)","UKR.REER_IX_RY2010_ACW_RCPI.M","OBS_VALUE","Ukraine","Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices","Monthly","Units","75.9751091814566","68.765747316237","67.419425012225","68.8991327139243","70.0265294420215","71.0356142871908","72.9192723368706","72.5138899117821","69.9660411044458","73.4869291064859","77.2909147445267","77.5095656519603","74.3627952920301","74.5340051845602","75.1194932567545","74.5063124532677","75.5651484872781","77.343661957697","78.3170221988473","79.0060416123707","77.5381202644849","77.2972207036343","77.9156289552915","75.7956823835542","72.1581853776549","75.456817818122","78.3292531607972","79.7736598844489","81.857095107462","82.9928356540802","83.2052447212031","82.3422955857916","81.2494654255471","82.2547561713474","83.9148419096394","85.0702858779053","85.0023655980752","87.3547326820583","88.4411580385565","89.2472257757441","91.7553148324224","90.4385395948308","93.0125264430228","96.5699273138722","98.9986833057513","98.3109149735192","99.432465809704","101.830795089619","99.029283611401","98.4948277472765","94.2731028062579","94.1051144166186","94.9528044946654","93.0813246545002","90.6272487586909","89.1938005700668","88.3020167511105","88.0350507640769","88.1104573050467","87.2472830931596","87.3627021393002","89.1492650090022","91.4091853969121","91.2796432726546","91.6090480651115","92.9310392733405","94.8307271826484","96.6726321816249","97.1825981098615","99.12191488488","100.361197126242","99.2527352007114","96.6715507615139","96.1375704722866","100.679231533962","100.037809719608","101.318485676643","102.636141893494","97.6454513820462","86.9633948907894","89.1549443602693","91.6370419263612","89.9171230701852","89.2107274128285","88.8660986715805","90.0779707321732","91.1349151607901","90.5214677881085","90.6491239021676","92.288845267501","92.4745241434026","93.0705750378467","94.3479576079065","95.3412552507623","94.0337597486079","91.289987799071","89.542318078396","89.9979940210877","88.6392158254104","88.0186696960678","86.3074905748203","86.0271782612814","84.9803912788238","84.7569257597326","84.8237336392258","86.717049601405","89.1900086065949","90.0864551117632","90.8215534508996","91.7678673823844","91.1523227234208","90.4072546274064","90.0167584958557","89.0836197847166"
