"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","UKR.GGXONLB_NGDP.A","OBS_VALUE","Ukraine","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.636","1.39","1.161","0.955","-3.024","-1.128","-12.507","-15.724","-13.245","-13.228"
