"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","UKR.NGDPDPC.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2200.851","2654.483","3118.001","3687.839","3780.075","4874.309","4693.831","5253.756","5711.164","6260.831"
