"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06"
"IMF.STA:CPI(4.0.0)","UKR.CPI.CP04.YOY_PCH_PA_PT.M","OBS_VALUE","Ukraine","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Period average, Year-over-year (YOY) percent change","Monthly","Units","103.3025099075297","100.7802340702211","104.3086816720257","17.01931922723091","13.3030303030303","12.0994309673555","13.77764494919307","14.31553832388905","15.78794057675502","44.40689422102062","47.20314033366045","47.20314033366045","46.62118258609487","46.43782383419689","49.48064211520302","25.05241090146751","28.64402246589997","29.17445899011488","27.76464407670081","27.26324028176363","23.22012578616352","15.18839223028317","10.26666666666667","10.57777777777778","10.70241524484822","10.92436974789916","5.938092229943146","5.637049455155071","4.906444906444906","4.69493278179938","4.584703947368421","4.797047970479705","4.593711719069008","4.693214140593255","10.1975010076582","10.65112540192926","13.07045636509207","13.17783094098884","13.17829457364341","13.19182701844872","12.28695996829172","10.35163966811537","7.293100058973855","5.809859154929577","5.36794846769471","4.327576169221813","1.079005120702268","-1.925172539048311","-2.779252965126571","-5.196406552756738","-8.131366350544432","-11.25131440588854","-13.13095658312743","-12.24489795918367","-9.10589959692195","-3.050471436494731","0.6483882919599852","5.505952380952381","10.81961280984259","13.55555555555556","18.33576110706482","18.58045336306206","22.00344102466068","26.54028436018957","35.27021535960991","36.37290901672787","35.55734730901028","29.0045766590389","25.14264678814651","18.79407616361072","10.00816326530612","9.76842791911285","4.292968148945992","6.424318395487308","6.957066750235036","7.147315855181024","3.544607990387504","3.739715781600598","3.643122676579926","3.858093126385809","4.265333137226063","5.520926090828139","5.728702879192639","5.957510028227604","5.326054883446444","5.212014134275618","4.585408731321418","3.976114185843286","3.553814911517261","15.18385003604903","14.72022955523673","14.14745231995445","13.24587388912399","13.13642756680731","13.02638966872544","12.78743690409422","12.78890600924499","12.6784214945424","12.78890600924499","12.90096652192184","13.01302703459868","18.5778668002003","18.58429214607304","18.46633416458853","18.69706028898854","18.58528095474888","18.70342771982116","18.93336648433615","19.06358668653751","19.29955290611028","20.25583705911575","20.13647642679901","20.12890431333664","2.428209459459459"
