iter	Passed	Remaining
936	29833	33845
937	29860	33807
938	29888	33772
939	29916	33735
940	29947	33702
941	29975	33667
942	30030	33661
943	30049	33614
944	30066	33566
945	30086	33521
946	30109	33479
947	30145	33452
948	30165	33408
949	30180	33357
950	30197	33309
951	30208	33254
952	30216	33197
953	30224	33139
954	30234	33083
955	30265	33051
956	30285	33007
957	30338	32999
958	30361	32957
959	30373	32905
960	30402	32869
961	30420	32823
962	30429	32767
963	30443	32716
964	30457	32666
965	30467	32612
966	30476	32556
967	30487	32502
968	30507	32459
969	30516	32404
970	30526	32349
971	30535	32295
972	30545	32240
973	30563	32194
974	30573	32141
975	30583	32087
976	30593	32034
977	30603	31980
978	30613	31926
979	30625	31875
980	30633	31820
981	30646	31770
982	30658	31719
983	30670	31668
984	30683	31617
985	30694	31566
986	30703	31511
987	30713	31459
988	30733	31417
989	30766	31387
990	30783	31342
991	30796	31292
992	30817	31252
993	30836	31208
994	30879	31189
995	30894	31142
996	30907	31093
997	30924	31048
998	30941	31003
999	30960	30960
1000	30975	30914
1001	30990	30866
1002	31002	30816
1003	31013	30765
1004	31022	30713
1005	31030	30660
1006	31039	30607
1007	31049	30556
1008	31058	30503
1009	31065	30450
1010	31080	30404
1011	31091	30354
1012	31099	30301
1013	31109	30250
1014	31118	30199
1015	31128	30147
1016	31140	30099
1017	31153	30052
1018	31164	30002
1019	31174	29952
1020	31185	29902
1021	31198	29854
1022	31212	29808
1023	31220	29757
1024	31236	29712
1025	31261	29676
1026	31295	29649
1027	31325	29618
1028	31349	29582
1029	31360	29533
1030	31372	29486
1031	31390	29443
1032	31402	29396
1033	31411	29345
1034	31420	29295
1035	31428	29243
1036	31435	29192
1037	31444	29142
1038	31452	29091
1039	31460	29040
1040	31469	28990
1041	31478	28940
1042	31487	28891
1043	31495	28840
1044	31503	28789
1045	31511	28740
1046	31520	28690
1047	31530	28641
1048	31539	28593
1049	31548	28543
1050	31555	28493
1051	31563	28443
1052	31571	28393
1053	31579	28343
1054	31587	28294
1055	31595	28244
1056	31601	28193
1057	31609	28143
1058	31617	28094
1059	31626	28046
1060	31634	27996
1061	31646	27951
1062	31658	27906
1063	31671	27861
1064	31683	27815
1065	31697	27772
1066	31722	27738
1067	31743	27700
1068	31756	27657
1069	31802	27641
1070	31813	27595
1071	31821	27547
1072	31830	27499
1073	31839	27451
1074	31847	27404
1075	31858	27357
1076	31865	27309
1077	31874	27262
1078	31883	27214
1079	31893	27168
1080	31902	27121
1081	31911	27074
1082	31921	27028
1083	31929	26981
1084	31944	26939
1085	31961	26899
1086	31976	26857
1087	32016	26837
1088	32038	26801
1089	32066	26770
1090	32085	26733
1091	32108	26698
1092	32133	26665
1093	32147	26623
1094	32160	26580
1095	32180	26543
1096	32194	26501
1097	32212	26462
1098	32223	26417
1099	32231	26371
1100	32238	26324
1101	32249	26279
1102	32256	26232
1103	32264	26185
1104	32272	26139
1105	32285	26096
1106	32293	26050
1107	32301	26004
1108	32308	25957
1109	32319	25914
1110	32337	25876
1111	32369	25848
1112	32411	25830
1113	32430	25793
1114	32441	25749
1115	32453	25707
1116	32463	25662
1117	32475	25620
1118	32484	25575
1119	32492	25530
1120	32500	25484
1121	32511	25441
1122	32521	25397
1123	32538	25359
1124	32550	25317
1125	32566	25277
1126	32577	25235
1127	32586	25190
1128	32598	25149
1129	32615	25110
1130	32636	25075
1131	32650	25036
1132	32662	24994
1133	32670	24949
1134	32678	24904
1135	32693	24865
1136	32713	24829
1137	32733	24794
1138	32750	24756
1139	32770	24721
1140	32780	24678
1141	32788	24634
1142	32796	24590
1143	32804	24546
1144	32811	24500
1145	32819	24457
1146	32833	24417
1147	32844	24375
1148	32851	24331
1149	32858	24286
1150	32865	24242
1151	32878	24202
1152	32893	24163
1153	32908	24125
1154	32920	24084
1155	32937	24047
1156	32952	24009
1157	32965	23969
1158	32978	23930
1159	32988	23887
1160	32996	23845
1161	33004	23801
1162	33013	23759
1163	33025	23719
1164	33038	23680
1165	33054	23642
1166	33067	23603
1167	33079	23563
1168	33093	23524
1169	33108	23487
1170	33123	23449
1171	33138	23411
1172	33153	23374
1173	33168	23336
1174	33183	23298
1175	33198	23261
1176	33213	23224
1177	33228	23186
1178	33239	23146
1179	33254	23108
1180	33268	23071
1181	33283	23033
1182	33297	22995
1183	33311	22958
1184	33325	22920
1185	33344	22885
1186	33356	22846
1187	33365	22805
1188	33377	22766
1189	33387	22726
1190	33410	22694
1191	33430	22660
1192	33450	22627
1193	33464	22589
1194	33479	22553
1195	33507	22525
1196	33531	22494
1197	33554	22463
1198	33579	22432
1199	33592	22394
1200	33603	22355
1201	33616	22317
1202	33629	22279
1203	33644	22243
1204	33660	22207
1205	33679	22173
1206	33702	22142
1207	33728	22113
1208	33744	22077
1209	33760	22042
1210	33777	22007
1211	33791	21970
1212	33804	21932
1213	33815	21893
1214	33824	21853
1215	33843	21820
1216	33870	21791
1217	33885	21755
1218	33893	21714
1219	33903	21676
1220	33914	21637
1221	33928	21600
1222	33940	21562
1223	33952	21525
1224	33965	21488
1225	33980	21452
1226	33992	21415
1227	34003	21377
1228	34015	21338
1229	34026	21300
1230	34044	21267
1231	34055	21229
1232	34070	21194
1233	34086	21158
1234	34102	21124
1235	34116	21088
1236	34129	21051
1237	34137	21011
1238	34147	20973
1239	34156	20934
1240	34169	20898
1241	34179	20859
1242	34186	20819
1243	34194	20780
1244	34204	20742
1245	34214	20704
1246	34234	20672
1247	34247	20636
1248	34262	20601
1249	34271	20562
1250	34280	20524
1251	34296	20490
1252	34311	20455
1253	34325	20420
1254	34337	20383
1255	34348	20346
1256	34359	20309
1257	34372	20274
1258	34393	20242
1259	34426	20218
1260	34445	20186
1261	34465	20154
1262	34483	20122
1263	34497	20087
1264	34510	20051
1265	34519	20013
1266	34530	19977
1267	34540	19939
1268	34550	19902
1269	34559	19864
1270	34569	19827
1271	34577	19789
1272	34584	19750
1273	34593	19713
1274	34601	19675
1275	34608	19636
1276	34619	19600
1277	34633	19565
1278	34647	19531
1279	34660	19496
1280	34672	19460
1281	34683	19425
1282	34694	19389
1283	34704	19352
1284	34714	19315
1285	34726	19280
1286	34736	19243
1287	34749	19209
1288	34766	19176
1289	34780	19142
1290	34789	19105
1291	34798	19069
1292	34806	19031
1293	34820	18998
1294	34828	18960
1295	34837	18924
1296	34845	18886
1297	34853	18849
1298	34862	18813
1299	34877	18780
1300	34889	18745
1301	34902	18711
1302	34916	18677
1303	34932	18644
1304	34943	18609
1305	34955	18574
1306	34966	18540
1307	34975	18503
1308	34985	18468
1309	34999	18434
1310	35015	18402
1311	35028	18368
1312	35041	18334
1313	35053	18300
1314	35063	18264
1315	35072	18229
1316	35083	18194
1317	35094	18159
1318	35103	18124
1319	35115	18089
1320	35129	18056
1321	35150	18027
1322	35167	17995
1323	35188	17966
1324	35204	17934
1325	35213	17898
1326	35223	17864
1327	35237	17830
1328	35254	17799
1329	35264	17764
1330	35273	17729
1331	35285	17695
1332	35295	17660
1333	35304	17625
1334	35313	17590
1335	35321	17555
1336	35329	17519
1337	35340	17485
1338	35355	17453
1339	35366	17419
1340	35377	17385
1341	35389	17351
1342	35411	17323
1343	35447	17301
1344	35474	17275
1345	35499	17248
1346	35514	17216
1347	35523	17181
1348	35537	17149
1349	35544	17114
1350	35554	17079
1351	35563	17045
1352	35575	17012
1353	35587	16979
1354	35597	16945
1355	35606	16910
1356	35614	16875
1357	35623	16841
1358	35632	16806
1359	35640	16772
1360	35651	16738
1361	35659	16704
1362	35668	16669
1363	35677	16635
1364	35686	16601
1365	35695	16567
1366	35704	16533
1367	35713	16499
1368	35723	16465
1369	35733	16432
1370	35744	16399
1371	35758	16367
1372	35775	16337
1373	35789	16305
1374	35808	16276
1375	35845	16255
1376	35874	16230
1377	35909	16208
1378	35935	16182
1379	35946	16149
1380	35955	16116
1381	35979	16089
1382	35994	16058
1383	36027	16035
1384	36048	16007
1385	36073	15980
1386	36101	15955
1387	36122	15927
1388	36139	15897
1389	36157	15867
1390	36183	15841
1391	36201	15812
1392	36233	15788
1393	36250	15758
1394	36275	15732
1395	36309	15709
1396	36336	15684
1397	36351	15653
1398	36363	15621
1399	36378	15590
1400	36399	15562
1401	36415	15532
1402	36424	15499
1403	36433	15466
1404	36441	15432
1405	36451	15400
1406	36463	15367
1407	36473	15335
1408	36482	15302
1409	36491	15269
1410	36506	15239
1411	36517	15207
1412	36526	15174
1413	36536	15141
1414	36545	15108
1415	36557	15077
1416	36567	15044
1417	36578	15013
1418	36588	14981
1419	36601	14949
1420	36614	14919
1421	36629	14888
1422	36638	14856
1423	36647	14823
1424	36655	14790
1425	36667	14759
1426	36678	14727
1427	36692	14697
1428	36705	14666
1429	36719	14636
1430	36734	14606
1431	36759	14580
1432	36787	14555
1433	36819	14532
1434	36850	14509
1435	36869	14480
1436	36882	14450
1437	36898	14420
1438	36920	14393
1439	36935	14363
1440	36952	14334
1441	36967	14304
1442	36987	14277
1443	37009	14250
1444	37053	14231
1445	37106	14216
1446	37149	14197
1447	37223	14190
1448	37329	14194
1449	37382	14179
1450	37411	14155
1451	37434	14127
1452	37462	14103
1453	37488	14077
1454	37501	14047
1455	37520	14018
1456	37550	13994
1457	37570	13966
1458	37593	13939
1459	37607	13909
1460	37624	13880
1461	37644	13852
1462	37662	13824
1463	37699	13802
1464	37709	13771
1465	37719	13739
1466	37731	13708
1467	37742	13677
1468	37754	13646
1469	37768	13617
1470	37779	13586
1471	37788	13554
1472	37797	13522
1473	37807	13491
1474	37818	13460
1475	37830	13430
1476	37842	13399
1477	37857	13370
1478	37874	13341
1479	37888	13312
1480	37905	13283
1481	37919	13253
1482	37936	13225
1483	37953	13196
1484	37968	13167
1485	37987	13139
1486	38012	13113
1487	38026	13084
1488	38038	13054
1489	38055	13025
1490	38074	12998
1491	38093	12970
1492	38108	12940
1493	38124	12912
1494	38139	12883
1495	38151	12853
1496	38167	12824
1497	38178	12794
1498	38196	12766
1499	38213	12737
1500	38223	12707
1501	38240	12678
1502	38250	12648
1503	38264	12618
1504	38275	12588
1505	38292	12560
1506	38304	12530
1507	38313	12500
1508	38325	12470
1509	38345	12443
1510	38357	12413
1511	38368	12383
1512	38380	12353
1513	38390	12323
1514	38403	12294
1515	38414	12264
1516	38424	12234
1517	38434	12203
1518	38444	12173
1519	38455	12143
1520	38471	12115
1521	38481	12085
1522	38490	12055
1523	38499	12024
1524	38511	11995
1525	38527	11967
1526	38543	11939
1527	38559	11910
1528	38574	11882
1529	38600	11857
1530	38615	11829
1531	38628	11800
1532	38642	11771
1533	38654	11742
1534	38666	11713
1535	38675	11683
1536	38683	11652
1537	38696	11623
1538	38710	11595
1539	38719	11565
1540	38728	11535
1541	38737	11505
1542	38747	11476
1543	38757	11446
1544	38766	11416
1545	38780	11388
1546	38795	11360
1547	38810	11332
1548	38819	11302
1549	38831	11273
1550	38847	11245
1551	38856	11216
1552	38866	11186
1553	38876	11157
1554	38894	11130
1555	38908	11102
1556	38921	11073
1557	38934	11045
1558	38949	11017
1559	38964	10989
1560	38979	10962
1561	38992	10933
1562	39008	10906
1563	39020	10877
1564	39031	10849
1565	39047	10821
1566	39054	10791
1567	39063	10762
1568	39069	10732
1569	39077	10702
1570	39084	10672
1571	39091	10643
1572	39101	10614
1573	39115	10586
1574	39128	10558
1575	39140	10530
1576	39154	10502
1577	39172	10475
1578	39182	10446
1579	39190	10417
1580	39201	10389
1581	39210	10360
1582	39218	10331
1583	39226	10302
1584	39235	10273
1585	39246	10244
1586	39254	10215
1587	39263	10186
1588	39272	10158
1589	39281	10129
1590	39290	10100
1591	39299	10071
1592	39307	10042
1593	39317	10014
1594	39327	9985
1595	39345	9959
1596	39364	9933
1597	39405	9913
1598	39424	9886
1599	39455	9863
1600	39468	9836
1601	39477	9807
1602	39492	9780
1603	39507	9753
1604	39529	9728
1605	39570	9707
1606	39605	9685
1607	39662	9669
1608	39679	9642
1609	39698	9616
1610	39720	9590
1611	39746	9566
1612	39792	9547
1613	39815	9522
1614	39834	9496
1615	39878	9476
1616	39900	9450
1617	39951	9432
1618	39967	9405
1619	39985	9379
1620	39993	9350
1621	40002	9322
1622	40009	9293
1623	40016	9264
1624	40024	9236
1625	40035	9208
1626	40044	9180
1627	40054	9152
1628	40062	9124
1629	40071	9095
1630	40080	9067
1631	40088	9039
1632	40102	9012
1633	40125	8987
1634	40165	8966
1635	40193	8942
1636	40229	8920
1637	40252	8895
1638	40277	8871
1639	40297	8845
1640	40313	8819
1641	40335	8794
1642	40361	8770
1643	40377	8743
1644	40402	8719
1645	40451	8699
1646	40488	8677
1647	40515	8653
1648	40543	8630
1649	40568	8605
1650	40593	8580
1651	40610	8554
1652	40628	8528
1653	40654	8504
1654	40683	8480
1655	40708	8456
1656	40737	8432
1657	40751	8405
1658	40768	8379
1659	40784	8353
1660	40812	8329
1661	40839	8305
1662	40849	8277
1663	40859	8250
1664	40868	8222
