iter	Logloss
0	0.6599309259
1	0.617207082
2	0.5875390272
3	0.5576718886
4	0.5205537642
5	0.49310864
6	0.4549720055
7	0.4370780288
8	0.4129594
9	0.3863319073
10	0.3674970874
11	0.3603769635
12	0.3406142175
13	0.3287022618
14	0.3127694456
15	0.3020558545
16	0.2919094305
17	0.2799080766
18	0.2673903276
19	0.2561445218
20	0.2482768556
21	0.2411596124
22	0.2306457068
23	0.2245478129
24	0.2187031931
25	0.2125646318
26	0.2061756197
27	0.1989429856
28	0.192799662
29	0.1884396248
30	0.1832241838
31	0.1734441912
32	0.1703183063
33	0.1643785336
34	0.1597491819
35	0.1562765164
36	0.1496523253
37	0.1464116281
38	0.1412515154
39	0.1378402636
40	0.1352388585
41	0.1312966524
42	0.128464278
43	0.1239877543
44	0.1202151728
45	0.1175137656
46	0.1134621127
47	0.1100975247
48	0.1060562195
49	0.1023484986
50	0.0995163409
51	0.09763772387
52	0.09486478065
53	0.09283763463
54	0.09049123018
55	0.08846815716
56	0.08637503042
57	0.08461889385
58	0.08282511412
59	0.08140198395
60	0.07921584487
61	0.07760838831
62	0.07567209974
63	0.07409296195
64	0.07241324448
65	0.07121235234
66	0.06995851353
67	0.06837810364
68	0.06643212037
69	0.06505920387
70	0.0637703112
71	0.06310094768
72	0.06209487246
73	0.06085683436
74	0.05903711455
75	0.05798627596
76	0.05698252634
77	0.05604321853
78	0.055351569
79	0.05414219557
80	0.05274157392
81	0.05153268591
82	0.050424695
83	0.04967766905
84	0.04909127388
85	0.04834891962
86	0.04786530214
87	0.04664302811
88	0.04576791819
89	0.04508970173
90	0.0439496618
91	0.0432099623
92	0.04240079243
93	0.04161749021
94	0.04107345554
95	0.0400547651
96	0.03913448327
97	0.03841652622
98	0.03803113554
99	0.03707850986
100	0.03651820031
101	0.03612369055
102	0.03537572727
103	0.03501857348
104	0.0346240566
105	0.03432998902
106	0.03375188391
107	0.03341745941
108	0.03284981585
109	0.03230614044
110	0.03167811736
111	0.03098447684
112	0.03069267815
113	0.03040616877
114	0.03011174913
115	0.02953579331
116	0.02896174077
117	0.02844582434
118	0.02799365948
119	0.02758866644
120	0.02736917221
121	0.02702429491
122	0.02652570338
123	0.02629283934
124	0.025688046
125	0.02544095435
126	0.02531460716
127	0.02484369884
128	0.02471569675
129	0.02422822856
130	0.0238009514
131	0.02341472103
132	0.02310935669
133	0.02289343033
134	0.02275074425
135	0.02241836182
136	0.02213955833
137	0.02167628625
138	0.02142370083
139	0.02108767336
140	0.02085208297
141	0.02044710438
142	0.02029090011
143	0.02015840252
144	0.01991314848
145	0.01965376338
146	0.01946327221
147	0.01916927131
148	0.0189665338
149	0.01876845102
150	0.01867983545
151	0.01859563674
152	0.01849695682
153	0.01817814848
154	0.01800723613
155	0.01777684611
156	0.01759619534
157	0.01724055019
158	0.01692182535
159	0.01677184361
160	0.016442841
161	0.01624113876
162	0.01601140317
163	0.01585725594
164	0.01581789468
165	0.01554924849
166	0.01533386719
167	0.01525806477
168	0.01500912544
169	0.01488328689
170	0.01463909256
171	0.01454281951
172	0.01433287233
173	0.01409005117
174	0.0139079657
175	0.01377095117
176	0.01367432462
177	0.0135051852
178	0.01340149829
179	0.01328549491
180	0.01318661974
181	0.01303153736
182	0.01290862314
183	0.01278387372
184	0.01269794866
185	0.012484449
186	0.01243924681
187	0.01232221811
188	0.01216719441
189	0.01206404832
190	0.01190061689
191	0.01183189478
192	0.01168898441
193	0.01153682066
194	0.01142698542
195	0.01127784983
196	0.01120905878
197	0.0111470689
198	0.01110413233
199	0.01103493246
200	0.01100482971
201	0.01088127102
202	0.01072389493
203	0.01059794762
204	0.01043339801
205	0.01031656537
206	0.01023461762
207	0.01011025335
208	0.009952116805
209	0.009858118719
210	0.00981302537
211	0.009672380338
212	0.009603306574
213	0.009531530187
214	0.00938556606
215	0.009315684128
216	0.009256800948
217	0.009141432459
218	0.00910999924
219	0.009018671939
220	0.00892494886
221	0.008846174031
222	0.008772661119
223	0.008690739826
224	0.008586147601
225	0.008501013573
226	0.008359134948
227	0.00825739686
228	0.008170074733
229	0.008115613189
230	0.008085485096
231	0.00806301126
232	0.007992638386
233	0.007907645873
234	0.007826435785
235	0.007816492615
236	0.007757461747
237	0.007721999244
238	0.007657956308
239	0.007583012638
240	0.007570443967
241	0.00750028249
242	0.007466982556
243	0.00743348515
244	0.007362441393
245	0.007303818028
246	0.00722416512
247	0.00714319073
248	0.007112130573
249	0.007055079909
250	0.006963614948
251	0.00692101439
252	0.00687894784
253	0.006802151438
254	0.006787063464
255	0.006717326933
256	0.006652577851
257	0.006616448187
258	0.006531598137
259	0.006497258785
260	0.006472275195
261	0.00642532994
262	0.00636911135
263	0.006324362348
264	0.006250448344
265	0.006191234014
266	0.006144834038
267	0.006098603348
268	0.00608656855
269	0.006049945348
270	0.006042631926
271	0.005987908893
272	0.005979210663
273	0.005924531037
274	0.005895196805
275	0.005867604459
276	0.005854020744
277	0.005845625781
278	0.005793085769
279	0.005763821402
280	0.005739931897
281	0.005687740477
282	0.005638716073
283	0.005589580896
284	0.005565031481
285	0.005558911116
286	0.005553255452
287	0.00550224167
288	0.005451432038
289	0.00544534277
290	0.005419358382
291	0.005376510324
292	0.0053505405
293	0.005308760122
294	0.005271444871
295	0.005271468477
296	0.005254451054
297	0.00521417967
298	0.005189954151
299	0.005148094924
300	0.005122963391
301	0.005101201808
302	0.00508480915
303	0.005061479697
304	0.00502608369
305	0.005003433703
306	0.004989819743
307	0.004974732478
308	0.004972882179
309	0.004941551283
310	0.004922281771
311	0.00490311034
312	0.004848831583
313	0.00483195117
314	0.00480519935
315	0.004801156993
316	0.004800886475
317	0.004786980618
318	0.004754201369
319	0.004733327457
320	0.004712162906
321	0.004680238172
322	0.004676032856
323	0.004670947719
324	0.004654008555
325	0.004626690804
326	0.004603080699
327	0.004603152215
328	0.004572928293
329	0.004539107311
330	0.004497901865
331	0.00449789393
332	0.00449789393
333	0.00447830548
334	0.00447830548
335	0.004478248597
336	0.004464549728
337	0.004449552795
338	0.004449552795
339	0.004432021514
340	0.004431995153
341	0.004411902759
342	0.004403526033
343	0.0043710182
344	0.00433779052
345	0.004327162353
346	0.004304664827
347	0.004283698338
348	0.004262187939
349	0.004245512079
350	0.004220951348
351	0.004194643572
352	0.004184285193
353	0.004173741852
354	0.004152472017
355	0.004124071253
356	0.004109956031
357	0.004080642099
358	0.004066141979
359	0.004050016392
360	0.004031016031
361	0.004025723261
362	0.003992984293
363	0.003964252894
364	0.003964173458
365	0.003950771178
366	0.00393797398
367	0.00393791529
368	0.003929693544
369	0.003917920683
370	0.003906875502
371	0.003865460232
372	0.003845591723
373	0.003831674333
374	0.003806093078
375	0.003802406615
376	0.003797610341
377	0.003789748167
378	0.003786644409
379	0.00377469155
380	0.003774666287
381	0.003765499102
382	0.003765370715
383	0.003765370715
384	0.003761629981
385	0.003749134242
386	0.003742181315
387	0.003742179328
388	0.003735119677
389	0.003722176788
390	0.00372209442
391	0.003710518008
392	0.003697407276
393	0.003697407276
394	0.003684164815
395	0.003684133558
396	0.003684133558
397	0.003657867673
398	0.003646890386
399	0.003640507999
400	0.003639692206
401	0.003639669787
402	0.00363350635
403	0.003629159153
404	0.003623173058
405	0.003616096388
406	0.003604566519
407	0.003599995753
408	0.003575340652
409	0.00356947785
410	0.003557703579
411	0.003552272012
412	0.003552272012
413	0.003546280054
414	0.00354637099
415	0.003544249911
416	0.003520235757
417	0.003514810994
418	0.003505292024
419	0.003497845731
420	0.003497793008
421	0.003486959135
422	0.003476775558
423	0.003472526848
424	0.003472578858
425	0.003472498944
426	0.003463863222
427	0.003453677912
428	0.003432039954
429	0.003423395089
430	0.003418123156
431	0.003412989587
432	0.003404659227
433	0.003395083195
434	0.003385730343
435	0.00336325309
436	0.003360463539
437	0.003352694846
438	0.003330828273
439	0.003322967769
440	0.00331428599
441	0.00331428599
442	0.003306921582
443	0.003286021092
444	0.003286050279
445	0.003286147199
446	0.003277348097
447	0.003270430912
448	0.003263558137
449	0.003255554989
450	0.003249142678
451	0.003241441726
452	0.003221355171
453	0.003216442003
454	0.003198075705
455	0.003192106642
456	0.003185859151
457	0.003185902818
458	0.003185930092
459	0.003179866905
460	0.003160652186
461	0.003154804604
462	0.003154781114
463	0.003154825247
464	0.003148995148
465	0.003143352018
466	0.00312496275
467	0.00312496275
468	0.00311936658
469	0.003114020555
470	0.003114020555
471	0.003114020555
472	0.003114020555
473	0.003108214191
474	0.003102784642
475	0.003095207974
476	0.003087771578
477	0.003087711167
478	0.003082843492
479	0.003077968121
480	0.003077968121
481	0.003073184041
482	0.003054776631
483	0.003038487546
484	0.003038487546
485	0.003038487546
486	0.003033725917
487	0.003033725917
488	0.003033725917
489	0.003033725917
490	0.003032858679
491	0.003032862862
492	0.003032764093
493	0.003028264197
494	0.003027500888
495	0.003027515023
496	0.003024409026
497	0.00302011724
498	0.003016299662
499	0.003016290751
500	0.002999126
501	0.002999120441
502	0.002999189385
503	0.002999190788
504	0.002999190788
505	0.002999076649
506	0.002999127414
507	0.002994941466
508	0.002994998852
509	0.002994841017
510	0.002994841017
511	0.002994837032
512	0.002994819523
513	0.002994801611
514	0.002994801611
515	0.002994801611
516	0.002994801611
517	0.002973770515
518	0.002973743817
519	0.002973764826
520	0.00297374151
521	0.002956947284
522	0.002956801773
523	0.002956869907
524	0.00295679143
525	0.002956810749
526	0.002956859759
527	0.002956804065
528	0.002956887659
529	0.002956889224
530	0.002956894983
531	0.002956894983
532	0.00295681883
533	0.002956901077
534	0.002956753615
535	0.002956753615
536	0.002956753615
537	0.002956826327
538	0.002956751578
539	0.002956748519
540	0.002956748519
541	0.002956748519
542	0.002956748519
543	0.002956748519
544	0.002956748519
545	0.002956748519
546	0.002956748519
547	0.002956748519
548	0.002956748519
549	0.002956748519
550	0.002956748519
551	0.002956748519
552	0.002956748519
553	0.002956748519
554	0.002956748519
555	0.002956748519
556	0.002956748519
557	0.002956748519
558	0.002956748519
559	0.002956748519
560	0.002956748519
561	0.002956748519
562	0.002956748519
563	0.002956748519
564	0.002956748519
565	0.002956748519
566	0.002956748519
567	0.002956748519
568	0.002956748519
569	0.002956748519
570	0.002956748519
571	0.002956748519
572	0.002956748519
573	0.002956748519
574	0.002956748519
575	0.002956748519
576	0.002956748519
577	0.002956748519
578	0.002956748519
579	0.002956748519
580	0.002956748519
581	0.002956748519
582	0.002956748519
583	0.002956748519
584	0.002956748519
585	0.002956748519
586	0.002956748519
587	0.002956748519
588	0.002956748519
589	0.002956748519
590	0.002956748519
591	0.002956748519
592	0.002956748519
593	0.002956748519
594	0.002956748519
595	0.002956748519
596	0.002956748519
597	0.002956748519
598	0.002956748519
599	0.002956748519
600	0.002956748519
601	0.002956748519
602	0.002956748519
603	0.002956748519
604	0.002956748519
605	0.002956748519
606	0.002956748519
607	0.002956748519
608	0.002956748519
609	0.002956748519
610	0.002956748519
611	0.002956748519
612	0.002956748519
613	0.002956748519
614	0.002956748519
615	0.002956748519
616	0.002956748519
617	0.002956748519
618	0.002956748519
619	0.002956748519
620	0.002956748519
621	0.002956748519
622	0.002956748519
623	0.002956748519
624	0.002956748519
625	0.002956748519
626	0.002956748519
